country,sector_bucket,year,r11_wm,r12_wm,r14_wm,r21_wm,r22_wm,r25_wm,r31_wm,r32_wm,r51_wm,r52_wm,r53_wm,nb_firms,death_rate,distress_label,gpr_global,gpr_global_lag1,sgpr,sgpr_lag1,crisis_2008,brexit_period,post_covid
AT,manufacturing,2017,302.7693243243243,202.76932432432432,9.713783783783784,6.467972972972973,1944.3643243243241,8.61,34.12121621621621,9.544054054054055,18.75054054054054,9.693108108108108,6.2156756756756755,26227,4.475,0,107.37731170654295,98.6786880493164,1.1876345252183578,1.0219491840836905,0,1,0
AT,manufacturing,2018,268.71413333333334,168.71413333333334,9.7136,8.659600000000001,2022.4153333333334,10.45391891891892,34.31946666666667,9.246266666666667,17.776533333333333,10.220266666666667,5.948,27119,4.215,0,98.5529073079427,107.37731170654295,1.182506020575141,1.1876345252183578,0,1,0
AT,manufacturing,2019,248.9377777777778,148.9377777777778,9.508194444444445,9.709154929577466,1881.9668055555553,10.110142857142858,34.51569444444445,8.857083333333334,18.658333333333335,8.410138888888888,5.647638888888888,27295,4.08,0,90.94625282287598,98.5529073079427,1.0823351801373065,1.182506020575141,0,1,0
AT,manufacturing,2020,240.92662162162162,140.92662162162162,12.019324324324325,5.930405405405406,2020.97027027027,9.916216216216215,35.597432432432434,9.71027027027027,18.887162162162163,8.725135135135135,5.405540540540541,28109,4.16,0,77.29380416870117,90.94625282287598,0.8576027835253625,1.0823351801373065,0,0,1
AT,services,2010,358.74,258.74,9.7075,7.4015625,1050.7646875,14.109375,30.8584375,8.6325,7.5403125,8.2034375,7.021875,68922,9.09142857142857,0,84.17017555236816,83.1018575032552,0.9760943610966204,0.9662684659908214,0,0,0
AT,services,2011,345.175,245.175,9.73125,6.4193750000000005,1120.7884375,13.6990625,31.1134375,8.7115625,7.75875,8.3240625,6.946875,71528,8.767142857142856,0,90.0953877766927,84.17017555236816,1.0106740053929388,0.9760943610966204,0,0,0
AT,services,2012,349.8628125,249.8628125,9.971562500000001,6.9428125,1122.7678125,14.114062500000001,31.74,8.2228125,8.049375,8.0409375,6.8046875,76943,8.441428571428572,0,81.47523371378581,90.0953877766927,0.919750998634845,1.0106740053929388,0,0,0
AT,services,2013,326.564375,226.56437499999998,10.2009375,7.350625,1167.9125,12.4709375,31.745,8.1890625,7.9440625,7.813125,6.580625,78434,8.065714285714286,0,83.03660519917806,81.47523371378581,0.9854357274497548,0.919750998634845,0,0,0
AT,services,2014,323.1546875,223.1546875,10.3809375,6.9303125,1380.2884375,11.81875,31.9765625,8.248125,8.0615625,7.545,6.30625,77984,7.970000000000001,0,100.29158528645831,83.03660519917806,1.1619849940637748,0.9854357274497548,0,0,0
AT,services,2015,338.2278125,238.2278125,10.2375,5.72875,1288.3128125,10.8109375,32.46875,8.7125,8.0284375,7.4940625,6.2978125,75583,7.707142857142857,0,105.95364507039388,100.29158528645831,1.26245274397855,1.1619849940637748,0,0,0
AT,services,2016,309.8209375,209.8209375,10.69375,5.97125,1822.2821875,8.6434375,33.1121875,9.149375,8.1546875,7.4765625,6.2934375,77808,8.209999999999999,1,98.6786880493164,105.95364507039388,1.164756457172334,1.26245274397855,0,1,0
AT,services,2017,298.8703125,198.8703125,10.9015625,5.1615625,2228.8840625000003,7.62875,33.1903125,9.394375,8.3359375,7.5096875,6.3553125,79121,7.585714285714286,0,107.37731170654295,98.6786880493164,1.3463741081828873,1.164756457172334,0,1,0
AT,services,2018,285.16125,185.16125,11.011875,5.3375,2083.530625,8.343125,32.998125,9.191875,8.45875,7.3890625,6.346875,83140,7.381428571428572,0,98.5529073079427,107.37731170654295,1.340428413009892,1.3463741081828873,0,1,0
AT,services,2019,281.456875,181.456875,12.1725,5.334375,2222.861875,7.70875,33.388125,9.09125,8.413124999999999,7.259375,6.1125,83416,7.061428571428572,0,90.94625282287598,98.5529073079427,1.2353841087408364,1.340428413009892,0,1,0
AT,services,2020,284.0140625,184.0140625,14.2825,4.3084375,2115.9484375,8.204375,35.1128125,9.7815625,8.7715625,6.9983281250000005,6.1296875,85612,6.171428571428572,0,77.29380416870117,90.94625282287598,0.9623366277789076,1.2353841087408364,0,0,1
BE,construction,2010,268.114375,168.114375,10.83625,14.803125,844.47125,23.355,27.758125,9.104375,21.841875,23.798125,17.945625,150674,7.18,1,84.17017555236816,83.1018575032552,0.6363041488608967,0.5987928271790346,0,0,0
BE,construction,2011,280.04625,180.04625,10.7325,18.229375,776.005625,26.00125,26.863125,8.705625,22.848125,24.430625,18.976875,158022,7.75,1,90.0953877766927,84.17017555236816,0.6795143020292745,0.6363041488608967,0,0,0
BE,construction,2012,267.03875,167.03875,10.198125,12.575,737.5862500000001,23.83,26.47625,8.935625,23.029375,23.88,18.245,168254,7.07,0,81.47523371378581,90.0953877766927,0.6253015484583254,0.6795143020292745,0,0,0
BE,construction,2013,276.56875,176.56875,10.6975,9.50125,701.386875,25.675625,26.824375,9.1275,20.514375,25.624375,17.51625,174110,6.13,0,83.03660519917806,81.47523371378581,0.670008451458222,0.6253015484583254,0,0,0
BE,construction,2014,272.80375,172.80375,10.499375,14.344375,606.861875,29.925625,25.87375,8.50875,20.309375,28.681874999999998,19.96375,177476,6.76,0,100.29158528645831,83.03660519917806,0.8475052869568268,0.670008451458222,0,0,0
BE,construction,2015,285.665625,185.665625,10.491875,16.0325,648.888125,30.0025,26.1475,8.99625,22.199375,30.153125,20.40875,180946,7.19,1,105.95364507039388,100.29158528645831,0.8734492703558256,0.8475052869568268,0,0,0
BE,construction,2016,314.659375,214.659375,11.16,14.360625,728.88,31.1275,24.86125,8.15625,21.880625,31.129375,19.216875,187462,6.9,0,98.6786880493164,105.95364507039388,0.791875648982823,0.8734492703558256,0,1,0
BE,construction,2017,297.24625,197.24625,11.2375,11.134375,737.38625,25.54875,24.003125,8.09125,18.9575,27.29375,17.619374999999998,190278,6.99,0,107.37731170654295,98.6786880493164,0.84791637485226,0.791875648982823,0,1,0
BE,construction,2018,302.920625,202.920625,11.08375,17.095,817.805625,23.9425,24.11125,8.353125,19.491875,29.874375,17.90125,189358,7.13,1,98.5529073079427,107.37731170654295,0.9172852795571088,0.84791637485226,0,1,0
BE,construction,2019,301.2075,201.20749999999998,11.820625,18.643125,1163.1381250000002,20.745,23.658749999999998,8.28875,20.035,28.526875,16.65125,188576,8.37,1,90.94625282287598,98.5529073079427,0.8187635352959236,0.9172852795571088,0,1,0
BE,construction,2020,310.588125,210.588125,13.441875,14.03125,1173.58,22.955625,23.781875,8.903125,20.4225,29.969375,16.721875,185472,8.81,1,77.29380416870117,90.94625282287598,0.6530395732199152,0.8187635352959236,0,0,1
BE,manufacturing,2010,252.36680555555554,152.36680555555554,12.435833333333333,22.048472222222223,898.4213888888888,45.11704225352113,29.938750000000002,8.78875,16.7875,23.0925,16.819305555555555,68340,4.34,1,84.17017555236816,83.1018575032552,0.8239942978074152,0.8144665918250878,0,0,0
BE,manufacturing,2011,236.5538028169014,136.5538028169014,11.580281690140845,27.370714285714282,850.9423943661973,82.44072463768116,29.03450704225352,8.345211267605634,16.8356338028169,23.666619718309857,17.467887323943664,68474,4.79,1,90.0953877766927,84.17017555236816,0.8510926116482974,0.8239942978074152,0,0,0
BE,manufacturing,2012,243.56140845070422,143.56140845070422,11.39056338028169,22.518142857142855,1183.0181690140844,65.66647058823528,29.39887323943662,7.907464788732393,16.76070422535211,23.22718309859155,16.869295774647888,69698,4.47,0,81.47523371378581,90.0953877766927,0.7813741859281436,0.8510926116482974,0,0,0
BE,manufacturing,2013,234.9830985915493,134.9830985915493,11.690985915492957,20.970704225352115,1241.6652112676059,107.8431884057971,29.52633802816901,7.834225352112676,16.891830985915494,21.80549295774648,16.296760563380282,69239,3.7,0,83.03660519917806,81.47523371378581,0.836111462021557,0.7813741859281436,0,0,0
BE,manufacturing,2014,224.95714285714286,124.95714285714286,12.311285714285713,18.531285714285715,1451.5635714285713,29.828382352941176,29.720714285714283,8.537285714285714,17.126714285714286,21.196714285714286,15.80257142857143,68599,4.285,0,100.29158528645831,83.03660519917806,1.008006654403483,0.836111462021557,0,0,0
BE,manufacturing,2015,217.83885714285714,117.83885714285714,11.031857142857143,19.78157142857143,1692.2169999999999,131.83102941176472,29.778000000000002,9.114857142857142,16.717142857142857,20.942285714285713,15.728,68249,4.665,1,105.95364507039388,100.29158528645831,1.0973250161592538,1.008006654403483,0,0,0
BE,manufacturing,2016,216.872,116.872,11.487285714285715,20.15685714285714,2269.276714285714,34.46970588235294,30.022285714285715,8.852142857142857,16.764285714285716,20.49642857142857,16.317714285714285,68417,4.57,1,98.6786880493164,105.95364507039388,1.0219491840836905,1.0973250161592538,0,1,0
BE,manufacturing,2017,221.93657142857143,121.93657142857143,11.320285714285713,17.386285714285712,2147.350857142857,36.30235294117647,30.962857142857143,9.383714285714285,17.14742857142857,25.61942857142857,17.503285714285713,68287,4.84,1,107.37731170654295,98.6786880493164,1.1876345252183578,1.0219491840836905,0,1,0
BE,manufacturing,2018,224.48314285714287,124.48314285714285,11.495857142857144,24.06550724637681,2534.4487142857142,46.32710144927537,30.344714285714286,8.992285714285714,17.403142857142857,25.564999999999998,21.154285714285713,66826,5.455,1,98.5529073079427,107.37731170654295,1.182506020575141,1.1876345252183578,0,1,0
BE,manufacturing,2019,222.16840579710146,122.16840579710146,11.010579710144928,24.194202898550724,3191.306086956522,42.712941176470586,30.323478260869567,8.805652173913044,16.92173913043478,21.924202898550725,16.074202898550723,65215,5.67,1,90.94625282287598,98.5529073079427,1.0823351801373065,1.182506020575141,0,1,0
BE,manufacturing,2020,203.80955223880596,103.80955223880596,13.323235294117648,15.999402985074628,4674.021470588235,28.849545454545456,30.866323529411762,9.437058823529412,17.981029411764705,21.746323529411764,15.97220588235294,62930,5.57,1,77.29380416870117,90.94625282287598,0.8576027835253625,1.0823351801373065,0,0,1
BE,services,2010,271.1396875,171.1396875,10.9403125,13.329062500000001,651.594375,30.568125,26.2428125,8.8025,7.0915625,17.106875,13.8665625,404988,7.904285714285714,1,84.17017555236816,83.1018575032552,0.9760943610966204,0.9662684659908214,0,0,0
BE,services,2011,259.6996875,159.6996875,10.464375,15.185625,637.26,29.1721875,26.0603125,8.656875,7.4371875,15.860312500000001,13.4696875,412745,7.901428571428572,1,90.0953877766927,84.17017555236816,1.0106740053929388,0.9760943610966204,0,0,0
BE,services,2012,262.72125,162.72125,10.956875,13.7296875,637.5446875,28.2528125,25.9015625,8.25375,7.5325,15.3859375,13.186875,427006,6.938571428571429,0,81.47523371378581,90.0953877766927,0.919750998634845,1.0106740053929388,0,0,0
BE,services,2013,253.3428125,153.3428125,11.2953125,13.52875,748.5215625,25.43125,25.5475,8.266875,7.601875,15.647187500000001,13.035,429976,5.924285714285714,0,83.03660519917806,81.47523371378581,0.9854357274497548,0.919750998634845,0,0,0
BE,services,2014,252.859375,152.859375,11.383125,15.16875,828.6646875,24.9215625,25.8334375,8.256874999999999,7.6259375,15.905000000000001,13.1325,430890,6.848571428571428,0,100.29158528645831,83.03660519917806,1.1619849940637748,0.9854357274497548,0,0,0
BE,services,2015,254.96687500000002,154.96687500000002,11.61125,12.389375,845.3924999999999,25.0934375,26.575625,8.7809375,7.645625,15.566875,13.0790625,431148,7.134285714285714,1,105.95364507039388,100.29158528645831,1.26245274397855,1.1619849940637748,0,0,0
BE,services,2016,269.97875,169.97875,11.907187500000001,12.73,874.7384375,21.08625,25.488125,8.8103125,8.9753125,16.0321875,14.7190625,439105,6.982857142857143,1,98.6786880493164,105.95364507039388,1.164756457172334,1.26245274397855,0,1,0
BE,services,2017,285.5475,185.5475,12.22625,14.6746875,921.836875,20.3015625,25.206875,8.40375,8.574375,16.100625,14.29625,443198,7.140000000000001,1,107.37731170654295,98.6786880493164,1.3463741081828873,1.164756457172334,0,1,0
BE,services,2018,283.4059375,183.4059375,12.2246875,14.7409375,941.091875,19.7203125,24.6403125,8.3275,8.9171875,15.8840625,14.4,432749,7.547142857142857,1,98.5529073079427,107.37731170654295,1.340428413009892,1.3463741081828873,0,1,0
BE,services,2019,268.325,168.325,12.42375,16.075625,1012.630625,18.2175,24.60125,8.388125,8.7265625,15.8509375,13.77,419152,7.7057142857142855,1,90.94625282287598,98.5529073079427,1.2353841087408364,1.340428413009892,0,1,0
BE,services,2020,307.535,207.535,12.9590625,11.987333333333334,946.160625,19.730999999999998,24.519375,7.3521875,9.5371875,15.95625,14.1853125,403381,6.934285714285714,0,77.29380416870117,90.94625282287598,0.9623366277789076,1.2353841087408364,0,0,1
DE,construction,2010,550.9456250000001,450.945625,10.861875,10.102500000000001,773.363125,16.694375,30.199375,6.2837499999999995,41.119375,10.0425,7.106875,19712,7.49,0,84.17017555236816,83.1018575032552,0.6363041488608967,0.5987928271790346,0,0,0
DE,construction,2011,515.1525,415.1525,10.879375,8.97875,750.704375,16.351875,30.1225,6.131875,40.56125,10.54625,7.5024999999999995,20636,7.55,0,90.0953877766927,84.17017555236816,0.6795143020292745,0.6363041488608967,0,0,0
DE,construction,2012,507.666875,407.666875,10.205625,9.868125,778.913125,16.271875,30.385,6.0512500000000005,40.971875,10.4525,7.0375,22256,6.85,0,81.47523371378581,90.0953877766927,0.6253015484583254,0.6795143020292745,0,0,0
DE,construction,2013,502.8625,402.8625,10.963750000000001,8.683125,789.279375,16.45875,31.321875,6.304375,42.314375,10.620625,7.20625,23164,6.71,0,83.03660519917806,81.47523371378581,0.670008451458222,0.6253015484583254,0,0,0
DE,construction,2014,500.2425,400.2425,11.34375,7.9325,905.8306249999999,13.348125,31.715,6.5275,43.07625,10.34875,6.51625,23232,6.42,0,100.29158528645831,83.03660519917806,0.8475052869568268,0.670008451458222,0,0,0
DE,construction,2015,477.87,377.87,12.446875,6.9975,1032.068125,12.065,32.45875,6.98,43.789375,9.816875,6.37125,23860,6.23,0,105.95364507039388,100.29158528645831,0.8734492703558256,0.8475052869568268,0,0,0
DE,construction,2016,440.506875,340.506875,12.419375,6.2675,1306.52625,9.51875,33.409375,7.50125,42.2625,10.08125,6.35125,17818,6.06,0,98.6786880493164,105.95364507039388,0.791875648982823,0.8734492703558256,0,1,0
DE,construction,2017,462.364375,362.364375,11.701875,7.4750000000000005,1142.636875,16.1175,33.681875,7.40875,51.02,10.39875,6.5925,21314,6.01,0,107.37731170654295,98.6786880493164,0.84791637485226,0.791875648982823,0,1,0
DE,construction,2018,454.54375,354.54375,10.885,6.00125,1304.8856250000001,12.643125,33.77375,7.739375,53.830625,10.3075,6.506875,19176,7.27,1,98.5529073079427,107.37731170654295,0.9172852795571088,0.84791637485226,0,1,0
DE,construction,2019,465.068125,365.068125,11.97,5.28,1596.744375,9.064375,34.418125,8.4725,53.84875,9.995625,6.208125,28018,7.75,1,90.94625282287598,98.5529073079427,0.8187635352959236,0.9172852795571088,0,1,0
DE,construction,2020,412.36,312.36,14.761875,3.879375,1941.536875,7.619375,33.28625,9.349375,42.925625,9.47875,5.338261029411765,26434,6.36,0,77.29380416870117,90.94625282287598,0.6530395732199152,0.8187635352959236,0,0,1
DE,manufacturing,2010,288.24955223880596,188.24955223880596,8.897910447761193,7.855970149253731,730.9086567164179,18.303582089552236,31.511343283582093,8.413283582089553,17.25223880597015,8.66179104477612,6.164328358208955,41099,6.25,1,84.17017555236816,83.1018575032552,0.8239942978074152,0.8144665918250878,0,0,0
DE,manufacturing,2011,290.46132352941174,190.46132352941177,8.338235294117647,5.531617647058823,706.1308823529412,20.308382352941177,30.598676470588234,8.121617647058823,17.811617647058824,8.424999999999999,5.926617647058824,42030,6.205,1,90.0953877766927,84.17017555236816,0.8510926116482974,0.8239942978074152,0,0,0
DE,manufacturing,2012,282.8310294117647,182.83102941176472,8.658823529411764,7.337941176470588,694.727794117647,19.33308823529412,30.78955882352941,7.485441176470588,18.285588235294117,8.23485294117647,5.701470588235294,43759,5.735,0,81.47523371378581,90.0953877766927,0.7813741859281436,0.8510926116482974,0,0,0
DE,manufacturing,2013,279.1295588235294,179.1295588235294,8.983088235294119,8.477205882352942,711.640294117647,19.811764705882354,31.427500000000002,7.358676470588235,18.1475,8.283676470588235,5.658970588235294,42925,4.67,0,83.03660519917806,81.47523371378581,0.836111462021557,0.7813741859281436,0,0,0
DE,manufacturing,2014,272.5229411764706,172.52294117647057,9.230882352941178,7.253970588235294,788.5470588235294,16.845,32.118235294117646,7.976323529411765,18.416029411764704,7.9119117647058825,5.355882352941176,42547,4.255,0,100.29158528645831,83.03660519917806,1.008006654403483,0.836111462021557,0,0,0
DE,manufacturing,2015,268.28367647058826,168.28367647058826,9.444117647058825,8.6525,751.3788235294118,20.713676470588236,32.32264705882353,7.7063235294117645,18.203529411764706,7.846470588235293,5.355294117647059,41864,4.21,0,105.95364507039388,100.29158528645831,1.0973250161592538,1.008006654403483,0,0,0
DE,manufacturing,2016,259.1661764705882,159.16617647058823,9.810441176470588,8.5,978.1645588235294,13.926764705882352,32.423382352941175,7.9057352941176475,18.515735294117647,8.18235294117647,5.358235294117647,36498,3.8150000000000004,0,98.6786880493164,105.95364507039388,1.0219491840836905,1.0973250161592538,0,1,0
DE,manufacturing,2017,254.05176470588236,154.05176470588236,9.367205882352941,8.00014705882353,919.6501470588236,15.20764705882353,32.29720588235294,7.715,18.36720588235294,8.264264705882354,5.338261029411765,38853,3.765,0,107.37731170654295,98.6786880493164,1.1876345252183578,1.0219491840836905,0,1,0
DE,manufacturing,2018,258.21397058823527,158.21397058823527,8.768382352941176,8.64735294117647,886.3708823529412,21.05191176470588,32.4410294117647,7.528382352941176,19.408529411764704,8.3375,5.4775,35708,4.68,1,98.5529073079427,107.37731170654295,1.182506020575141,1.1876345252183578,0,1,0
DE,manufacturing,2019,257.1283823529412,157.12838235294117,9.685882352941176,7.635735294117647,888.9473529411764,18.288382352941177,33.025441176470586,7.473088235294118,19.48205882352941,7.937794117647059,5.338261029411765,41166,5.32,1,90.94625282287598,98.5529073079427,1.0823351801373065,1.182506020575141,0,1,0
DE,manufacturing,2020,253.47735294117646,153.47735294117646,11.674264705882353,12.466060606060607,884.6445588235295,20.81923076923077,32.86955882352942,6.892058823529411,20.139264705882354,7.586323529411764,5.338261029411765,40020,3.665,0,77.29380416870117,90.94625282287598,0.8576027835253625,1.0823351801373065,0,0,1
DE,services,2010,369.1090625,269.1090625,10.9234375,6.1953125,846.0584375,15.485624999999999,27.7534375,6.771875,7.145,7.4278125,5.99375,63289,9.844285714285714,0,84.17017555236816,83.1018575032552,0.9760943610966204,0.9662684659908214,0,0,0
DE,services,2011,344.765625,244.765625,10.4340625,6.440625,857.10625,14.973125,27.751875,6.78625,7.310625,7.0753125,5.729375,65223,9.721428571428572,0,90.0953877766927,84.17017555236816,1.0106740053929388,0.9760943610966204,0,0,0
DE,services,2012,324.2625,224.2625,10.3978125,6.6790625,831.13,15.7403125,27.7565625,6.0871875,7.3934375,7.128125,5.793125,67305,8.815714285714286,0,81.47523371378581,90.0953877766927,0.919750998634845,1.0106740053929388,0,0,0
DE,services,2013,324.08,224.08,10.5471875,6.703125,843.3921875,15.2215625,28.3871875,6.07875,7.416875,7.1265625,5.633125,66363,8.28,0,83.03660519917806,81.47523371378581,0.9854357274497548,0.919750998634845,0,0,0
DE,services,2014,319.1890625,219.1890625,10.748125,5.7353125,942.1828125,13.094375,28.9534375,6.361875,7.60375,7.0028125,5.5709375,66391,8.05857142857143,0,100.29158528645831,83.03660519917806,1.1619849940637748,0.9854357274497548,0,0,0
DE,services,2015,303.7509375,203.7509375,11.354375,4.4953125,1009.4740625,13.319375,29.3021875,6.6584375,8.0246875,6.9983281250000005,5.4712499999999995,66605,7.991428571428571,0,105.95364507039388,100.29158528645831,1.26245274397855,1.1619849940637748,0,0,0
DE,services,2016,288.0290625,188.0290625,11.39625,4.6971875,1227.9653125,10.2171875,29.0975,6.9434375,8.05375,6.9983281250000005,5.3640625,56055,7.578571428571428,0,98.6786880493164,105.95364507039388,1.164756457172334,1.26245274397855,0,1,0
DE,services,2017,293.38375,193.38375,11.2575,4.931875,1187.9921875,10.907187500000001,29.573125,6.8134375,8.125937500000001,7.2753125,5.5578125,60561,7.651428571428572,0,107.37731170654295,98.6786880493164,1.3463741081828873,1.164756457172334,0,1,0
DE,services,2018,296.5846875,196.5846875,10.9728125,5.3571875,1113.94,12.154375,29.53875,6.58625,8.696875,7.3884375,5.674375,54734,9.037142857142857,1,98.5529073079427,107.37731170654295,1.340428413009892,1.3463741081828873,0,1,0
DE,services,2019,299.61125,199.61125,11.035,6.0078125,1145.0590625,11.485625,29.353125,6.418125,8.555625,7.12375,5.5575,70488,9.892857142857142,1,90.94625282287598,98.5529073079427,1.2353841087408364,1.340428413009892,0,1,0
DE,services,2020,291.25,191.25,13.1390625,8.018620689655172,951.98125,31.694827586206895,30.080625,5.0131250000000005,8.614375,6.9983281250000005,5.650625,68773,7.49,0,77.29380416870117,90.94625282287598,0.9623366277789076,1.2353841087408364,0,0,1
ES,construction,2010,417.745625,317.74625000000003,16.125,16.607333333333333,342.44875,58.431333333333335,29.9725,5.381875,84.55875,40.24625,28.056874999999998,320206,6.62,0,84.17017555236816,83.1018575032552,0.6363041488608967,0.5987928271790346,0,0,0
ES,construction,2011,378.84666666666664,278.84600000000006,16.083125,54.90191541666671,209.070625,195.358,29.713125,3.76875,89.39029166666673,41.743125,27.7975,303200,6.91,1,90.0953877766927,84.17017555236816,0.6795143020292745,0.6363041488608967,0,0,0
ES,construction,2012,371.6035714285714,271.6035714285714,16.807333333333336,41.43857142857143,192.69444375,273.69357142857143,30.472,3.226,89.39029166666673,39.28933333333334,24.874000000000002,277146,6.77,1,81.47523371378581,90.0953877766927,0.6253015484583254,0.6795143020292745,0,0,0
ES,construction,2013,499.98857142857145,399.98857142857145,17.808,46.37642857142857,192.69444375,141.94615384615383,30.503333333333334,3.1634066666666665,88.35333333333332,42.18333333333333,27.074,265288,7.36,1,83.03660519917806,81.47523371378581,0.670008451458222,0.6253015484583254,0,0,0
ES,construction,2014,314.53133333333335,214.53133333333335,20.012666666666668,25.955000000000002,272.63666666666666,57.34285714285715,32.77333333333333,4.391333333333334,64.73066666666666,39.382,25.116666666666667,243686,9.5,1,100.29158528645831,83.03660519917806,0.8475052869568268,0.670008451458222,0,0,0
ES,construction,2015,288.216875,188.21687500000002,20.618125,28.580624999999998,341.94875,44.924,32.0625,6.114375,64.31625,35.47875,25.948125,219534,8.87,1,105.95364507039388,100.29158528645831,0.8734492703558256,0.8475052869568268,0,0,0
ES,construction,2016,296.38,196.38,20.003125,21.650666666666666,377.685,40.961999999999996,32.3425,5.45875,67.8225,35.744375,23.520625,265388,9.88,1,98.6786880493164,105.95364507039388,0.791875648982823,0.8734492703558256,0,1,0
ES,construction,2017,301.691875,201.69187499999998,20.57375,26.065333333333335,480.030625,42.22866666666667,30.8525,5.324375,54.184375,33.905625,22.133125,274322,9.33,0,107.37731170654295,98.6786880493164,0.84791637485226,0.791875648982823,0,1,0
